id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4670149251043507,KtqTX4nsL,7671350163,用户8931105063,TCL电视的使用寿命是两年还是三年？我家2015年10月1日购买了一台型号为L55C1-UDC的TGL液晶电视，到2018年就开始陆续出现屏幕下缘出现异常高亮度现象，找售后人员上门查看，说是可能进水或者受潮了，怀疑可能是擦拭屏幕的时候进水了，后来这个问题自己好了，也就没当回事，觉得可能确实是自己使用不注意，后来又出现了大面积花屏的问题，维修人员上门检查，说是可能电视机顶盒信号问题，我找有线电视工作人员上门检查，并问了邻居家的电视信号是否也有异常，邻居家的信号没有问题，后更换了多个机顶盒，才排除了电视信号问题。最终TCL的维修人员说是可能是电路板坏了，拉回去维修，之后通知我是屏幕坏了，不是电路板问题，需要更换整个屏幕，这时间就到了2019年春节前后，因为当时保障的时间还在保修期内，所以售后给更换了屏幕。当时心里就很不痛快，但是毕竟在保修期内，屏幕也给换了，虽然屏幕有刮花的小问题，也忍了。时间过去了2年多，2021年6月份又开始断断续续的出现黑屏现象，因为以前留了维修师傅的电话，就直接给师傅打了个电话，因为师傅不可能随叫随到，所以就关了电视，等待师傅上门，结果等师傅来的时候，电视又好了，哎呀好气啊！当时天气很潮湿，觉得是不是电视机受潮了。谁知道这个问题反复的出现，并且反复的神奇自愈！弄得我们一家都无语了！现在终于彻底瓦塔了！屏幕显示效果，就像30年前电压不足的时候看电视一样屏幕上黑乎乎一片，偶尔能看见两个幽幽的鬼火飘过，那是节目中人物的眼睛。电视机变成了收音机！我去很划算啊！原来TCL的电视还可以这样用。电视坏的时间点都卡的很好！每次三年保修期快到的时候出问题了！第一次觉得是我点子背，点子产品嘛总会有偶尔出现故障的时候，所以更换了屏幕之后抱有侥幸心理就没再给屏幕买一个三年的保修。呐！这次要大出血了！让我明白一个道理：是坑，你不填，早晚要坑你！当时选择TCL的时候就是觉得这家公司技术成熟，屏幕零件也质量过关，产品质量口碑还挺好的，谁知道这是个坑啊！网友说TCL就是太（tai）次（ci）了（le）的缩写。六年时间屏幕坏了两会，而且都是必须要换屏幕的大问题。不得不让人怀疑TCL的三年保修期果然只保三年啊！小伙伴们你们怎么看,,,,,0,2,0,2021-08-14 17:36,新版微博 weibo.com,"['http://ww2.sinaimg.cn/large/008nacCfly1gtggbxa4ozj30u01t0tb4.jpg', 'http://ww4.sinaimg.cn/large/008nacCfly1gtggc0kj9pj30zk0k0wfp.jpg']",,
4670137489948707,KtqAYFK71,7670348358,用户7670348358,发布了头条文章：《长沙市TCL电视售后服务热线电话(24小时全国客服中心)》O长沙市TCL电视售后服务热线电话(24小时全国客服中心),http://t.cn/A6IJFc9h,,,,0,0,0,2021-08-14 16:50,微博 weibo.com,,,
4670034297487518,KtnUxvpQq,2160453571,TCL智享生活,你还在为不知如何表白而纠结嘛？别担心，小T拜托我司各路大神研制了一份科技表白攻略！有钻研AI×IoT研发工程师主推的数学爱心曲线，实验室大白的化学浪漫符号，半导体研究员特呈的物理表白套组...趁#七夕#希望这份#TakeCareofmyLove#的攻略，能助你高阶示爱一臂之力带七夕限定话题转评本博，聊聊你的独家告白秘籍是（）？100元京东卡恋爱基金等你拿哟～宝儿们，七夕节快乐呀！O抽奖详情,,,,"七夕,Take Care of my Love",81,60,22,2021-08-14 10:00,微博 weibo.com,['http://ww3.sinaimg.cn/large/80c5e7c3ly1gtg020h5u9j20u01hctjk.jpg'],,
4670113859503254,KtpYRDSei,2308165667,再顺昌静,看着tcl电视就是爽,,,,,0,0,0,2021-08-14 15:16,iPhone客户端,,,4670034297487518
4670037900920264,Kto0m3RoY,6493999852,用户6493999852,用了13年的TCL电视坏了，孩子开机时“呯”了一声，闻到一股烧焦味，吓了一跳。打开检查发现一个电阻炸了，淘宝上买了个同款9元，换上后开机无电，又下楼买了个保险管1元，装上开机就好了。孩子评价10元挽救了一台8000元的电视机，划算！,,东莞,,,0,1,1,2021-08-14 10:14,OPPO K9 5G,"['http://ww4.sinaimg.cn/large/0075ua16gy1gtg3jqp8agj33lc1wgqv6.jpg', 'http://ww3.sinaimg.cn/large/0075ua16gy1gtg3jso3klj33kg2oc7wk.jpg']",,
4669857352914141,Ktjj9ce6h,7591622532,深15817222726,发布了头条文章：《深圳TCL电视售后维修电话丨TCL电器丨全国统一报修服务中心》O深圳TCL电视售后维修电话丨TCL电器丨全国统一报修服务中心,http://t.cn/A6IMy3iz,,,,0,0,0,2021-08-13 22:16,微博 weibo.com,,,
4669856853006123,KtjilcC1R,6593464937,骑驴看唱本200301,我发表了头条文章:《TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-13 22:14,iPhone客户端,,,
4669791556862357,KthB1sNdb,3957574080,石家庄房产榜,七夕心动季京东好房节京东房产携手大红买房双料直播——京喜夏日爆燃全城——特惠房源/TCL电视甜蜜宠粉——七夕直播福利下周五继续——详询66683337#买房#,,,,买房,0,1,0,2021-08-13 17:55,HUAWEI P40 Pro 5G,"['http://ww3.sinaimg.cn/large/ebe3c9c0ly1gtfb9a49b1j21900u0qdx.jpg', 'http://ww2.sinaimg.cn/large/ebe3c9c0ly1gtfb9alf88j21900u0n84.jpg', 'http://ww2.sinaimg.cn/large/ebe3c9c0ly1gtfb9b00zzj21900u049s.jpg', 'http://ww2.sinaimg.cn/large/ebe3c9c0ly1gtfb9b92i1j21900u0wo9.jpg', 'http://ww4.sinaimg.cn/large/ebe3c9c0ly1gtfb9cgp75j215z0u0k04.jpg', 'http://ww3.sinaimg.cn/large/ebe3c9c0ly1gtfb9cqd7sj21900u0n8e.jpg', 'http://ww4.sinaimg.cn/large/ebe3c9c0ly1gtfb9d3kerj21900u0wqm.jpg', 'http://ww2.sinaimg.cn/large/ebe3c9c0ly1gtfb9dio50j21900u04cc.jpg', 'http://ww4.sinaimg.cn/large/ebe3c9c0ly1gtfb9du4bij21900u0wsg.jpg']",,
4669680712680981,KteIfbfrD,5103011489,家居电器圈,#谁是最家大王牌#新一轮对决正式打响！8月13日-8月19日，@京东联合14家王牌店铺打造#王牌家速实力对决#PK赛，解锁更多品质家装新体验！这里不仅有1v1的精彩对决，还有多重福利来袭，每满300减30、店铺神劵、会员专属好礼~戳O网页链接【PK日历】安排！康康谁是真正的最家大王牌？8月13日松下VS德力西8月14日奥普VS可米生活8月15日施耐德VS雷士8月16日雷士VS顾家8月17日美的VSTCL8月18日欧普VS喜临门8月19日多乐士VS施耐德,,,京东,"谁是最家大王牌,王牌家速 实力对决",463,323,801,2021-08-13 10:35,微博  weibo.com,"['http://ww3.sinaimg.cn/large/005xUrBdly8gtexpwoppij60u01ignbs02.jpg', 'http://ww4.sinaimg.cn/large/005xUrBdly8gtexpy8k37j60u01iggxx02.jpg', 'http://ww1.sinaimg.cn/large/005xUrBdly8gtexpzih8cj60u01iggwx02.jpg', 'http://ww4.sinaimg.cn/large/005xUrBdly8gtexq10u8dj60m80m875n02.jpg', 'http://ww2.sinaimg.cn/large/005xUrBdly8gtexq25dc1j60u01ig15w02.jpg', 'http://ww4.sinaimg.cn/large/005xUrBdly8gtexq3e44jj60m80m80u602.jpg', 'http://ww1.sinaimg.cn/large/005xUrBdly8gtexq4jcyuj60u01ignb902.jpg', 'http://ww2.sinaimg.cn/large/005xUrBdly8gtexq5w5gmj60u01iganh02.jpg', 'http://ww3.sinaimg.cn/large/005xUrBdly8gtexq70afkj60u01ig7ge02.jpg']",,
4669687831463831,KteTJ68Ob,6975688978,品如衣柜l,别的不知道，反正我家的TCL电视特别好用好几年了还是那么流畅。评论配图,,,,,0,0,0,2021-08-13 11:03,iPhone XR,,,4669680712680981
4669657203606835,Kte6kf8iL,7458201388,用户7458201388,我发表了头条文章:《TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-13 09:01,iPhone客户端,,,
4669653802815177,Kte0QbOm5,3280569961,丶时光匆匆不及但我爱你,我发表了头条文章:《TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-13 08:48,iPhone客户端,,,
4669409585007966,Kt7EWl0NE,7655425678,用户7655425678,我发表了头条文章:《深圳TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》O深圳TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-12 16:37,iPhone客户端,,,
4669403926889187,Kt7vOsUbV,7406641370,用户7406641370,我发表了头条文章:《上海TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》O上海TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-12 16:15,iPhone客户端,,,
4669396691189903,Kt7k94ZxZ,3139558023,手机用户3139558023,我发表了头条文章:《杭州TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》O杭州TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-12 15:46,iPhone客户端,,,
4669387897046583,Kt75Xtz8z,7655425678,用户7655425678,我发表了头条文章:《昆明TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心》O昆明TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-12 15:11,iPhone客户端,,,
4669381982814274,Kt6WqbO7w,7406641370,用户7406641370,我发表了头条文章:《武汉TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心》O武汉TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-12 14:47,iPhone客户端,,,
4669375335108603,Kt6LHlqYP,3139558023,手机用户3139558023,我发表了头条文章:《成都TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心》O成都TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-12 14:21,iPhone客户端,,,
4669336734924917,Kt5LrkFc9,2108216690,安徽国美,#TCL40周年庆#8月来国美购TCL电视千亿征途感恩有你C9全场景巨幕私人影院原色高色域安桥HIFI音响👉🏻O网页链接,,,,TCL40周年庆,0,0,0,2021-08-12 11:48,Android,['http://ww3.sinaimg.cn/large/7da8d572ly1gtduzpusapj21hc0u0to5.jpg'],,
4669164163437905,Kt1h6eqm5,1218690543,s69991218690543,《TCL被罚200万还不服，激光电视真是智商税？》8月7日一早，TCL电视官方微博“TCL智屏”发布了一份特殊的海报。结果，TCL被海信告上了法庭。O网页链接,,,,,0,0,0,2021-08-12 00:22,iPhone客户端,['http://ww2.sinaimg.cn/large/48a3bdefgy1gtdb7j9yzzj208o05sq34.jpg'],,
4669125055745518,Kt0g1o6FE,5581129790,维修服务150,发布了头条文章：《北京TCL电视售后维修电话丨TCL电视丨全国统一官方网站服务中心》O北京TCL电视售后维修电话丨TCL电视丨全国统一官方网站服务中心,http://t.cn/A6IcmiqH,,,,0,0,0,2021-08-11 21:47,微博 weibo.com,,,
4669094060360411,KsZs21vL5,6381469245,幸福的快乐的自己,去年双十二在京东商城购买tcl电视两台！由于家里没有装修好一直放着没有安装！今年7月19日联系售后安装，安装费用太高所以选择自己开箱安装！拆箱没有检查产品问题是我自己问题，安装上墙通电才发现电视机屏幕坏的，后来联系tcl售后过来看了，让联系京东处理！后来跟京东沟通好多次给出的方案都让我无法接受，京东首先说电视机购买时间太长无法更换货，这一点我想说我购买时间就算长了！但是我一直没用安装！我一秒钟都还没有享受到，后来又说安排维修必须是自己承担费用，这个我也表示不能接受！东西并不是我弄坏的，为什么要我自己接受维修。就这些一直沟通不了，京东一直不给其他解决方案，无法得到合理的处理。,,无锡,,,1,3,0,2021-08-11 19:43,HUAWEI P40 5G,,,
4669021435462823,KsXyTmV83,3174674562,姑娘你做的梦真美,我发表了头条文章:《TCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后维修电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-11 14:55,iPhone客户端,,,
4668949109149402,KsVGeCob0,2664634702,惠州BBS,【败诉之后既不道歉也不赔偿让TCL道一声歉有多难？】被人告了，吃官司败诉了，败诉之后既不道歉也不赔偿，继续阴阳怪气黑友商的，是TCL。当年年底，TCL就在其“TCL电视”官方微博、官方抖音账号发布了真人短视频，继续贬低对手。海信便拿起了法律武器，发起诉讼。O网页链接,,,,,0,0,0,2021-08-11 10:07,新版微博 weibo.com,,,
4668947482282651,KsVDC9zOX,7551760116,宇皓传媒,【败诉之后既不道歉也不赔偿让TCL道一声歉有多难？】被人告了，吃官司败诉了，败诉之后既不道歉也不赔偿，继续阴阳怪气黑友商的，是TCL。当年年底，TCL就在其“TCL电视”官方微博、官方抖音账号发布了真人短视频，继续贬低对手。海信便拿起了法律武器，发起诉讼。O网页链接,,,,,0,0,0,2021-08-11 10:01,新版微博 weibo.com,,,
4668808872593953,KsS23aSNX,7609420188,电商今报,【败诉之后既不道歉也不赔偿让TCL道一声歉有多难？】被人告了，吃官司败诉了，败诉之后既不道歉也不赔偿，继续阴阳怪气黑友商的，是TCL。当年年底，TCL就在其“TCL电视”官方微博、官方抖音账号发布了真人短视频，继续贬低对手。海信便拿起了法律武器，发起诉讼。O网页链接,,,,,1,0,0,2021-08-11 00:50,新版微博 weibo.com,,,
4668796834941695,KsRIDkJyL,1873898477,看淡了无所谓了离葵,发布了头条文章：《TCL电视全国售后电话—（全国24小时)客户服务中心—全国统一官方》OTCL电视全国售后电话—（全国24小时)客户服务中心—全国统一官方,http://t.cn/A6ItlaD8,,,,0,0,0,2021-08-11 00:02,微博 weibo.com,,,
4668779681028415,KsRgY4jxl,2783617045,哈哈1219_179,我发表了头条文章:《TCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心》OTCL电视售后服务电话-(TCL)全国统一官方网站400电话服务中心,,,,,0,0,0,2021-08-10 22:54,iPhone客户端,,,
4668641901547680,KsNGK6uCA,1764452651,傅蔚冈,激光电视不仅能看电视剧和电影，还能看到TCL的格局。O网页链接,,,,,46,80,109,2021-08-10 13:47,iPhone 11,,,
4668755999464541,KsQELDI9T,6562207104,久住孤海02383,我都不好意思说我家用的Tcl电视,,,,,0,0,0,2021-08-10 21:20,荣耀畅玩9A,,,4668641901547680
4668660041910542,KsOa0811c,2611325007,杨品-光线摄影学院,激光电视真是智商税吗？看样子，对于TCL电视的所有人来说，确实是如此了！不然，为啥TCL电视官方连给海信激光电视道歉的海报都还如此不服气呢？激光电视，就我个人到实体店的体验来说，很像用投影仪的感觉。最主要的担忧是，如果在白天看电视，亮度和对比度确实是个问题，至于护眼一说，我个人不太相信的。不过TCL电视官方的攻击方法，我觉得确实有点儿过了，就好比自导自演了一出戏，把激光电视可能存在的问题都给表演出来了，很明显，让海信电视不可能忍气吞声。其实，如果TCL电视官方可以像手机厂商学习，把两家同价位同级别的电视在不同场合下的对比展示，用实际表现来说服观众，显然更有说服力啊！虽然，从消费者的角度来说，我也不太看好激光电视，但是，TCL电视官方的做法，确实太主观了！这只能说明，家电行业，确实内卷的厉害啊！你家里是激光电视还是液晶电视呢？,,,,,0,12,5,2021-08-10 14:59,iPhone客户端,['http://ww3.sinaimg.cn/large/9ba5a84fgy1gtbpb7dhivj213y0ssh15.jpg'],,
4668596195954775,KsMv1oZ6L,6468040956,市界,"【中国家电史上最没诚意的一次道歉】#TCL道歉#8月7日一早，TCL电视官方微博“TCL智屏”发布了一份特殊的海报。这组海报，以“没能让真相大白我很抱歉！”作为标题，用排比的形式表示自己“太直”、“很笨”、“多管闲事”。但大字下面的小字内容中，TCL似乎并没有“抱歉”的意思，反而夹枪带棒地讽刺挖苦了一番激光电视依旧是智商税，顺便宣传了一波自家的MiniLED技术。#没能让真相大白,我很抱歉##洞见计划#O中国家电史上最没诚意的一次道歉",,,,"TCL道歉,没能让真相大白,我很抱歉,洞见计划",1,3,3,2021-08-10 10:45,微博 weibo.com,,,
4668416173021337,KsHOFcFZf,5727193513,不听劝,我给朋友送了个TCL电视，当天下单，朋友第二天就收到了，走的是日日顺物流，我给自己买了个荣耀电视，当天下单，隔天发货显示要5天后收到（我住杭州主城区），发的是顺丰速运。日日顺物流应该是海尔自己做的然后开放出来的，我没有电视看比较痛苦，每天不看一小会，就会觉得自己今天真是社畜了些，早知道要送个5天，我也买TCL了,,,,,0,0,0,2021-08-09 22:50,iPhone客户端,,,
4668393675038503,KsHenl8Kb,2703897680,生活太苦了所以我要多吃些甜食,TCL电视踩雷，任何第三方软件都安装不上，自带的应用市场应用少的可怜，说是可以U盘安装U盘里的apk又识别不到，就连看个电视直播都要打电话给客服开权限。现在就觉得，小米华为这些真香,,,,,0,1,1,2021-08-09 21:20,realme X全屏敢越级,['http://ww2.sinaimg.cn/large/a12a3450ly1gtauobefg1j20gr0grjsy.jpg'],,
4668045303224738,KsyaudwTU,5656947064,TCL家电,#TCL千亿征途感恩有你#不断拼搏与突破代代传承与超越致敬奋勇向前的中国健儿！IMAX巨幕智屏为中国健儿喝彩#TCL让热爱同屏共享##东京奥运会闭幕式#,,,,"TCL千亿征途感恩有你,TCL让热爱同屏共享,东京奥运会闭幕式",1,2,1,2021-08-08 22:16,360安全浏览器,['http://ww1.sinaimg.cn/large/006aPYlGgy1gt9qp1vj68j30u01k2gyy.jpg'],,
4668303970141518,KsETH0AOy,7480456899,毛绒娃娃小布丁,TCL电视套路收费，不到八个月的电视机出现质量问题售后以各种理由套路收费河南省TCL电视售后姓王的一个售后经理说话如此霸道蛮不讲理，就这样的电视机售后谁还敢买…,,,,,0,0,0,2021-08-09 15:24,HUAWEI P40 5G,,,4668045303224738
4668242322523886,KsDigaAzQ,3786533852,我想好啦啦,#京东电器代言人肖战#刚买了tcl电视，还有上门安装，京东服务真的很不错我是vip哟，我的肖战代言，果断续会员,,,,京东电器代言人肖战,0,1,0,2021-08-09 11:19,iPhone客户端,['http://ww2.sinaimg.cn/large/e1b1ebdcly1gtadbkldjoj20mr0rnae7.jpg'],,
4668233175796725,KsD3vojZz,2884617410,惠城发布,#惠州身边事#【今年上半年我市规上工业增加值938亿元比增25.1%】在仲恺高新区，TCL王牌电器生产一片繁忙，受欧洲杯等赛事拉动，TCL电视海外营收今年上半年同比增长61.4%，欧洲市场增长显著；在大亚湾石化区，中海壳牌SMPO/POD项目4月14日正式投产，标志着中海壳牌二期项目全面投产；距此不远的大亚湾新兴产业园内，光弘科技第三智能产业园产线高度智能化，科技感满满，一批批品牌手机在这里完成组装生产……今年上半年，惠州实现规上工业增加值938亿元，同比增长25.1%，两年平均增长8.2%，比一季度两年平均增长高1.2个百分点。工业的34个行业中，增加值两年平均增长比一季度提高的行业有19个。规上工业增加值呈上升态势，“2+1”现代产业集群效应日益凸显，助推惠州发展新动能持续增强。O“2+1”现代产业集群日益壮大助推惠州发展新动能持续增强,,,,惠州身边事,0,0,0,2021-08-09 10:43,政务直通车,,,
4668034326995891,KsxSMtlWX,3832185618,特立独逗,#TCL电视#四千多买了个装饰品，亮不亮全靠它心情。买了个寂寞。,,南京·铁心桥,,TCL电视,0,1,0,2021-08-08 21:32,荣耀30 Pro 5G,,,
4667669423066189,KsooecREF,7480456899,毛绒娃娃小布丁,TCL电视售后骗局！刚买的TCL电视机不到八个月出故障售后服务态度差套路收费不给钱不修，说是用户人为，又说是外力造成的用户电视一直挂在墙上，我想问一下屏也没烂电视才买几个月售后就这样谎话连篇的骗人不脸红吗？，河南售后服务一个姓王的经理说话蛮横，难道这就是TCL售后培养出来的人才。,,,,,0,0,0,2021-08-07 21:22,HUAWEI P40 5G,,,
4667508118784570,Kskc3ARgC,3505379470,中国电商行业,TCL电视上半年在海外录得收入166.6亿港元，同比增长61.4%。其中增长显著的是欧洲市场，收入同比增长140.8%，可能是受欧洲杯影响。虽然TCL手机与平板在国内名气不高，但在海外仍有不错的市场。上半年，该业务收入达到70.9亿港元，总销售量达到了1470万台，同比增长37.7%。第一季度，公司的智能平板在美国销售排到了第三位。,,,,,0,0,0,2021-08-07 10:41,微博 weibo.com,['http://ww2.sinaimg.cn/large/d0efd88egy1gt810bigazj21020m2433.jpg'],,
4667339050582118,KsfNn2rr0,3677913847,家电消费网,发布了头条文章：《TCL电视2021年上半年卖了1127万台稳居全球第三》OTCL电视2021年上半年卖了1127万台稳居全球第三,http://t.cn/A6ILxyvM,,,,0,0,0,2021-08-06 23:30,微博 weibo.com,,,
4667225791538846,KscQH6sk6,2160453571,TCL智享生活,TCL携手@英雄联盟赛事联合出品微视频《让热爱同屏共享》正式上线❤️小时候：“儿子！起床看比赛啦！中国队要夺冠啦！”现如今：“老爸！先别做饭啦，这波团完经济领先啦！”任由时光变幻，热爱始终如一！时光带不走热爱，更带不走我们一起观赛的记忆！戳视频，最后还有彩蛋哦！转评赞本条微博，带话题#TCL让热爱同屏共享#，分享你和亲朋好友的观赛记忆，小T将抽取3位幸运粉丝，各送出【200元京东卡】！LTCL智享生活的微博视频O抽奖详情,,,英雄联盟赛事,TCL让热爱同屏共享,4184,244,90,2021-08-06 16:00,微博视频号,,"http://f.video.weibocdn.com/y8jo288Qlx07OOpNBUyk01041200h0Ip0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1629791929&ssig=cRHnESW4Y6&KID=unistore,video",
4667328413565359,KsfwdeXvN,6495852522,莹仔型仔会,我觉得tcl电视伴随着我成长是我喜欢的品牌,,,,,0,0,0,2021-08-06 22:47,微博国际版,,,4667225791538846
4667254724103198,KsdBmhdqC,2521600165,管泽元,回顾我这个三栖解说的养成，真要感谢父母，是他们培养我领我进了体育竞技的大门。作为@英雄联盟赛事解说，我想和LPL官方合作伙伴@TCL智享生活一起，号召大家和最亲爱的家人分享我们的热爱，和爸妈一起看奥运，带爸妈一起看LPL！转评赞本条微博，分享你和爸妈看比赛的趣事！8月12日16:00季后赛前，我们将抽取一名幸运粉丝，送出【TCL全自动洗烘一体滚筒洗衣机1台】，这个送爸妈贼有面子！悄悄告诉你，视频一定看到结尾，有彩蛋哦~L管泽元的微博视频,,,"英雄联盟赛事,TCL智享生活",,1661,1254,2062,2021-08-06 17:55,微博视频号,,"http://f.video.weibocdn.com/WsNzSeOnlx07OOAGrz1u01041200h0Ip0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1629791929&ssig=e8Kx152pVg&KID=unistore,video",
4667268874900330,KsdYbkyNA,5350130562,这里皮皮,我以为是TCL电视,,,,,0,0,0,2021-08-06 18:51,小米9,,,4667254724103198
4667246750474380,Ksdov1Zpi,7589998840,养猪小刘886,我觉得用TCL电视看球赛真的是特别开心的事。,,,,,0,0,0,2021-08-06 17:23,iPhone客户端,,,4667225791538846
4667246385566218,KsdnUnm1I,5653588465,素手披薄衣O,要是和爸妈一起看球赛的话就用TCL电视。//@全球体育新闻事件:细想，确实很久没和爸妈一起好好看场球了…过去每一届奥运，都是与爸妈共享热爱的回忆。如今，我也想能和老爸一同分享对打团、五杀、屠龙的热爱。任由时光变幻，热爱始终如一！转发原博参与活动，就有机会获得【200元京东卡】！,,,全球体育新闻事件,,0,0,0,2021-08-06 17:21,iPhone客户端,,,4667225791538846
4667231427888111,KscZMx63B,5756404150,英雄联盟赛事,LPL携手@TCL智享生活联合出品微视频《让热爱同屏共享》今日温情上映！电子竞技，是热爱，更是分享！小时候，爸爸常抱着我一起看比赛，为体育健儿加油！长大了，我带着老爸走进我热爱的电竞世界，让共享热爱成为生活日常！任由时光变幻，热爱始终如一！转评赞一键三连，分享你和亲朋好友的观赛记忆，即有机会赢取TCL65吋大屏TV，冲！ PS:片尾有小彩蛋，是召唤师最熟悉的声音哦！L英雄联盟赛事的微博视频,,,TCL智享生活,,2366,281,751,2021-08-06 16:22,微博视频号,,"http://f.video.weibocdn.com/004wu892gx07OOwHC9os01041200hcsO0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=6006a648d0db83b7d9951b3cee381a9c&ori=0&ps=1BVp4ysnknHVZu&Expires=1629791929&ssig=QjvHhe3R8H&KID=unistore,video",
4667232091112713,Ksd0R4FsZ,7290046844,七月明月,我要抽TCL电视，请抽我谢谢！！！,,,,,0,0,0,2021-08-06 16:25,新版微博 weibo.com,,,4667231427888111
4667232069618268,Ksd0OEm9m,1371623580,刘大土-,竞技的热爱都是相通的！想哭！我要抽TCL电视！,,,,,0,0,0,2021-08-06 16:25,iPhone客户端,,,4667231427888111
4667229818067874,KscXbxQP0,6430209133,搞机星,全球电视出货量报告出炉，TCL海信小米成国产三巨头奥维云网发布了上半年最新报告，显示2021上半年全球电视出货量为9830万台，同比增长6.8%。同时，其也给出了出货量前十名的品牌，国产三巨头进入前五。可以看到，三星依旧是排名第一，并且优势明显，上半年出货量达到2080万台，而TCL排名第三，也是三个进入销量千万的品牌之一。实际上，这半年TCL表现突飞猛进，同比增长13.6%，而海信出货840万台，同比增长5.5%，增速就不如TCL了。而小米方面，上半年出货540万台，不出意外全年依然可以出货1000万台，但显然增速也没有TCL更快，在年出货1000万台的阶段盘整。#小米电视##海信电视##TCL电视#,,,,"小米电视,海信电视,TCL电视",0,0,0,2021-08-06 16:16,微博 weibo.com,['http://ww4.sinaimg.cn/large/0071av8xly1gt751f07h9j30go08bwej.jpg'],,
4663148927518537,KquN6vxUJ,7205916834,雷鸟李宏伟,#雷鸟四周年#雷鸟四周年Joy4You，感谢大家一直以来的支持，雷鸟也将继续努力，让全球家庭更快乐！四周年送福利，关注我@雷鸟李宏伟并转发此微博，8.8抽一位朋友送出「TCL55Q10EMiniLED游戏智屏」一台！@微博抽奖平台O抽奖详情,,,"雷鸟李宏伟,微博抽奖平台",雷鸟四周年,50062,667,477,2021-07-26 10:00,微博 weibo.com,['http://ww2.sinaimg.cn/large/007RFi94gy1gsu45ldqw4j30u01gygtf.jpg'],,
4667197623113867,Ksc7gd43F,2357432173,足球阿信,中了就把我家大屁股TCL电视给换了,,,,,0,0,0,2021-08-06 14:08,OnePlus 8 Pro,,,4663148927518537
4666943715672122,Ks5vJnNzQ,1276354553,ZOL家电频道,#MiniLED不灼屏更绚丽2017埋下种子，2019破土而出，2020TCLMiniLED智屏全球销量占有率超90%，已然秀木于林！2021，仍不懈精研，让绚丽更绚丽，让高光永高光！@TCL电视@TCL智享生活,,,"TCL电视,TCL智享生活",,0,0,0,2021-08-05 21:19,iPhone客户端,"['http://ww2.sinaimg.cn/large/4c139ff9ly1gt686x4c4yj20u01hcn7a.jpg', 'http://ww2.sinaimg.cn/large/4c139ff9ly1gt686xxc80j20u01hcgvh.jpg', 'http://ww3.sinaimg.cn/large/4c139ff9ly1gt686yjv2nj20u01hcgsv.jpg', 'http://ww1.sinaimg.cn/large/4c139ff9ly1gt686wkhbcj20u01hc44z.jpg']",,
